"http://uisapp.uis.edu/directory/","http://www.uis.edu/chemistry/"
"https://www.facebook.com/uis.edu","http://www.uis.edu/chemistry/"
"http://www.flickr.com/photos/illinoisspringfield/sets/","http://www.uis.edu/chemistry/"
"http://instagram.com/uisedu","http://www.uis.edu/chemistry/"
"http://www.linkedin.com/edu/university-of-illinois-springfield-18320","http://www.uis.edu/chemistry/"
"https://twitter.com/UISedu","http://www.uis.edu/chemistry/"
"http://www.youtube.com/uistube","http://www.uis.edu/chemistry/"
"https://bannerweb.apps.uillinois.edu/BANPROD/bwskalog.P_DispLoginNon?web_page_id_in=4068","http://www.uis.edu/chemistry/"
"http://www.uisprairiestars.com/","http://www.uis.edu/chemistry/"
"http://www.uisjournal.com","http://www.uis.edu/chemistry/"
"https://uisconnection.uis.edu/","http://www.uis.edu/chemistry/"
"http://library.uis.edu/archives/index.html","http://www.uis.edu/chemistry/"
"http://library.uis.edu/cinrc/","http://www.uis.edu/chemistry/"
"http://wuis.org/topic/illinois-issues-0","http://www.uis.edu/chemistry/"
"http://www.sangamonauditorium.org/","http://www.uis.edu/chemistry/"
"http://www.wuis.org/","http://www.uis.edu/chemistry/"
"http://bb.uis.edu/","http://www.uis.edu/chemistry/"
"http://go.uis.edu/bookstore","http://www.uis.edu/chemistry/"
"http://go.uis.edu/box","http://www.uis.edu/chemistry/"
"http://illinois.edu/calendar/list/226","http://www.uis.edu/chemistry/"
"https://webprod.admin.uillinois.edu/ssa/servlet/SelfServiceLogin?appName=edu.uillinois.aits.SelfServiceLogin&dad=BANPROD4","http://www.uis.edu/chemistry/"
"http://www.icardnet.uillinois.edu/appPublicWebsite/","http://www.uis.edu/chemistry/"
"http://library.uis.edu/","http://www.uis.edu/chemistry/"
"http://my.uis.edu/","http://www.uis.edu/chemistry/"
"http://paymybill.uillinois.edu/","http://www.uis.edu/chemistry/"
"https://webmail.uis.edu/","http://www.uis.edu/chemistry/"
"http://pubs.acs.org/doi/pdf/10.1021/bk-2016-1223.ch006","http://www.uis.edu/chemistry/"
"http://news.uis.edu/2016/11/uis-awarded-25000-innovation-fund-grant.html","http://www.uis.edu/chemistry/"
"https://sites.google.com/a/uis.edu/lights-camera-science-action/home","http://www.uis.edu/chemistry/"
"http://mnras.oxfordjournals.org/content/early/2016/03/23/mnras.stw675.short?rss=1","http://www.uis.edu/chemistry/"
"http://events.uis.edu/2016/02/camp-invention-national-summer-program.html","http://www.uis.edu/chemistry/"
"http://www.sciencedirect.com/science/article/pii/S019697811630119X","http://www.uis.edu/chemistry/"
"https://www.amazon.com/Chemistry-Curious-Decision-Making-Scholarships-Counseling-ebook/dp/B019UYKOG6","http://www.uis.edu/chemistry/"
"https://www.facebook.com/ChemistryAtUIS/","http://www.uis.edu/chemistry/"
"https://jobs.uis.edu/","http://www.uis.edu/chemistry/"
"https://www.hr.uillinois.edu/cms/One.aspx?portalId=4292&pageId=5670","http://www.uis.edu/chemistry/"
"http://www.uillinois.edu/","http://www.uis.edu/chemistry/"
"http://illinois.edu/","http://www.uis.edu/chemistry/"
"http://www.uic.edu/","http://www.uis.edu/chemistry/"
